item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00182,ORD0386,PROD0030,1,2811.14,46
ITEM00183,ORD0478,PROD0348,3,4306.72,34
ITEM00184,ORD0238,PROD0218,5,3624.18,49
ITEM00185,ORD0266,PROD0134,2,4805.49,29
ITEM00186,ORD0382,PROD0474,2,746.18,0
ITEM00187,ORD0144,PROD0410,3,519.13,15
ITEM00189,ORD0020,PROD0316,3,1872.3,42
ITEM00190,ORD0129,PROD0401,5,160.46,19
ITEM00191,ORD0292,PROD0339,3,4196.4,11
ITEM00192,ORD0228,PROD0237,1,2255.56,29
ITEM00193,ORD0019,PROD0495,3,2453.02,35
ITEM00194,ORD0112,PROD0210,1,2939.89,5
ITEM00195,ORD0142,PROD0460,5,2802.09,4
ITEM00196,ORD0226,PROD0093,3,3853.29,17
ITEM00197,ORD0133,PROD0445,4,723.39,40
ITEM00198,ORD0090,PROD0076,5,3314.29,14
ITEM00199,ORD0059,PROD0336,1,1002.85,32
ITEM00200,ORD0441,PROD0226,5,1654.94,35
ITEM00201,ORD0368,PROD0117,1,4763.35,16
ITEM00202,ORD0500,PROD0132,1,3424.1,22
ITEM00203,ORD0277,PROD0368,1,3042.84,22
ITEM00204,ORD0056,PROD0040,5,2274.68,32
ITEM00205,ORD0040,PROD0122,2,1696.37,23
ITEM00208,ORD0404,PROD0185,3,4877.98,41
ITEM00209,ORD0192,PROD0241,3,3147.39,10
ITEM00210,ORD0189,PROD0023,3,4658.51,37
ITEM00211,ORD0014,PROD0055,5,1136.25,20
ITEM00212,ORD0262,PROD0367,5,3938.99,45
ITEM00214,ORD0017,PROD0337,2,1967.34,41
ITEM00216,ORD0290,PROD0258,5,3188.59,46
ITEM00217,ORD0215,PROD0276,1,4253.22,33
ITEM00220,ORD0151,PROD0467,2,1710.55,49
ITEM00222,ORD0355,PROD0124,4,3690.71,26
ITEM00223,ORD0186,PROD0041,3,2846.24,4
ITEM00224,ORD0469,PROD0186,4,3065.57,28
ITEM00225,ORD0403,PROD0215,2,2889.78,8
ITEM00226,ORD0474,PROD0276,2,3904.6,26
ITEM00227,ORD0346,PROD0300,2,3067.17,50
ITEM00228,ORD0147,PROD0175,3,678.02,26
ITEM00229,ORD0216,PROD0259,2,2922.46,40
ITEM00230,ORD0452,PROD0396,2,4509.38,29
ITEM00231,ORD0008,PROD0086,1,2151.27,48
ITEM00232,ORD0284,PROD0365,4,3739.98,8
ITEM00233,ORD0446,PROD0018,4,217.26,10
ITEM00234,ORD0038,PROD0068,5,4347.71,24
ITEM00235,ORD0463,PROD0217,3,724.52,44
ITEM00236,ORD0286,PROD0124,3,683.25,21
ITEM00237,ORD0303,PROD0312,5,628.08,46
ITEM00238,ORD0024,PROD0038,3,4754.6,26
ITEM00239,ORD0323,PROD0231,4,1517.53,30
ITEM00240,ORD0359,PROD0069,2,3646.17,37
ITEM00241,ORD0470,PROD0420,5,510.57,0
ITEM00242,ORD0304,PROD0304,3,3402.14,29
ITEM00244,ORD0302,PROD0144,1,1238.09,31
ITEM00245,ORD0175,PROD0025,5,2636.62,33
ITEM00246,ORD0297,PROD0261,4,1497.76,24
ITEM00247,ORD0164,PROD0388,2,4772.22,2
ITEM00248,ORD0417,PROD0484,2,2209.63,17
ITEM00249,ORD0295,PROD0451,5,1640.4,22
ITEM00250,ORD0146,PROD0085,1,1510.43,31
ITEM00251,ORD0225,PROD0115,2,1513.55,16
ITEM00253,ORD0143,PROD0073,1,1113.53,32
ITEM00254,ORD0387,PROD0087,1,3032.12,2
ITEM00256,ORD0004,PROD0251,1,1910.75,18
ITEM00257,ORD0483,PROD0486,5,2189.86,28
ITEM00259,ORD0367,PROD0362,1,2277.58,27
ITEM00262,ORD0382,PROD0407,2,3664.07,20
ITEM00263,ORD0081,PROD0260,3,1452.93,40
ITEM00264,ORD0377,PROD0263,1,3563.37,20
ITEM00265,ORD0457,PROD0474,1,2223.55,45
ITEM00267,ORD0339,PROD0429,1,4750.99,40
ITEM00269,ORD0345,PROD0101,3,2403.57,31
ITEM00270,ORD0417,PROD0096,4,1484.74,12
ITEM00271,ORD0326,PROD0449,1,4759.08,46
ITEM00272,ORD0384,PROD0110,1,2228.16,31
ITEM00273,ORD0286,PROD0313,2,3578.95,2
ITEM00275,ORD0299,PROD0121,3,2472.74,42
ITEM00276,ORD0489,PROD0093,3,4219.39,18
ITEM00277,ORD0343,PROD0249,4,4004.06,25
ITEM00278,ORD0307,PROD0183,5,2456.7,6
ITEM00280,ORD0167,PROD0127,4,667.51,29
ITEM00281,ORD0490,PROD0164,1,1803.14,25
ITEM00282,ORD0361,PROD0066,4,4216.59,31
ITEM00283,ORD0308,PROD0211,2,241.92,17
ITEM00284,ORD0260,PROD0111,4,397.94,49
ITEM00285,ORD0166,PROD0134,3,2115.02,28
ITEM00286,ORD0218,PROD0205,3,4570.61,17
ITEM00287,ORD0249,PROD0373,2,1765.22,2
ITEM00289,ORD0275,PROD0106,1,4744.6,39
ITEM00290,ORD0313,PROD0169,2,3064.31,1
ITEM00291,ORD0487,PROD0370,1,4031.82,5
ITEM00292,ORD0400,PROD0361,3,4569.92,49
ITEM00293,ORD0393,PROD0284,1,3309.16,33
ITEM00294,ORD0108,PROD0186,5,1072.36,10
ITEM00295,ORD0430,PROD0275,4,4312.64,14
ITEM00296,ORD0149,PROD0411,2,4562.2,21
ITEM00297,ORD0212,PROD0111,5,3693.34,0
ITEM00298,ORD0019,PROD0433,1,3800.1,33
ITEM00299,ORD0053,PROD0257,4,3977.58,2
ITEM00300,ORD0081,PROD0145,3,218.8,40
ITEM00301,ORD0396,PROD0353,2,265.51,47
ITEM00302,ORD0064,PROD0417,4,3310.85,8
ITEM00303,ORD0419,PROD0380,3,4323.72,4
ITEM00304,ORD0038,PROD0259,4,198.76,47
ITEM00305,ORD0426,PROD0278,5,4602.98,6
ITEM00306,ORD0377,PROD0302,4,1051.99,38
ITEM00307,ORD0440,PROD0160,3,2183.25,47
ITEM00308,ORD0012,PROD0155,3,2348.64,6
ITEM00311,ORD0143,PROD0248,3,4547.56,34
ITEM00312,ORD0260,PROD0126,4,184.34,31
ITEM00313,ORD0373,PROD0202,3,3837.23,45
ITEM00314,ORD0056,PROD0232,2,2931.61,1
ITEM00315,ORD0204,PROD0395,2,2290.72,30
ITEM00316,ORD0289,PROD0056,3,1728.93,40
ITEM00317,ORD0500,PROD0043,1,2848.34,13
ITEM00318,ORD0443,PROD0483,4,3007.71,5
ITEM00319,ORD0073,PROD0207,5,4206.54,33
ITEM00320,ORD0371,PROD0430,5,3826.85,3
ITEM00321,ORD0393,PROD0253,3,2118.11,47
ITEM00322,ORD0173,PROD0428,2,278.9,44
ITEM00323,ORD0290,PROD0307,4,4370.0,17
ITEM00324,ORD0354,PROD0108,5,3994.01,34
ITEM00325,ORD0256,PROD0161,2,1677.01,45
ITEM00326,ORD0248,PROD0264,5,4307.4,46
ITEM00327,ORD0042,PROD0472,1,2185.94,4
ITEM00328,ORD0193,PROD0066,1,894.26,47
ITEM00329,ORD0063,PROD0086,2,2244.25,7
ITEM00330,ORD0020,PROD0454,4,2526.4,40
ITEM00331,ORD0412,PROD0269,4,785.34,35
ITEM00332,ORD0215,PROD0205,1,1554.08,27
ITEM00333,ORD0151,PROD0369,3,2660.15,39
ITEM00334,ORD0456,PROD0191,5,3286.08,9
ITEM00335,ORD0149,PROD0268,2,4033.79,45
ITEM00337,ORD0108,PROD0480,3,4642.69,46
ITEM00338,ORD0437,PROD0476,2,904.77,45
ITEM00341,ORD0160,PROD0360,2,1076.41,6
ITEM00342,ORD0276,PROD0235,3,564.1,39
ITEM00343,ORD0240,PROD0305,2,427.18,40
ITEM00344,ORD0287,PROD0453,2,1790.29,0
ITEM00345,ORD0476,PROD0099,3,1492.52,27
ITEM00346,ORD0300,PROD0374,3,1899.65,49
ITEM00347,ORD0207,PROD0479,3,2849.45,41
ITEM00348,ORD0338,PROD0104,1,3003.93,6
ITEM00350,ORD0053,PROD0065,5,2977.85,49
ITEM00351,ORD0197,PROD0170,5,3882.7,37
ITEM00352,ORD0310,PROD0142,5,3375.63,30
ITEM00353,ORD0108,PROD0087,1,3938.49,13
ITEM00354,ORD0047,PROD0476,5,817.81,10
ITEM00355,ORD0244,PROD0448,1,1684.36,3
ITEM00356,ORD0071,PROD0262,4,2184.49,30
ITEM00357,ORD0168,PROD0155,5,3824.04,15
ITEM00358,ORD0287,PROD0202,4,3892.21,45
ITEM00359,ORD0243,PROD0182,3,4209.38,20
ITEM00360,ORD0272,PROD0041,5,4226.74,10
ITEM00361,ORD0485,PROD0325,3,3585.6,27
ITEM00362,ORD0287,PROD0227,4,3505.99,16
ITEM00363,ORD0351,PROD0062,5,4508.83,41
ITEM00364,ORD0179,PROD0092,1,4344.08,29
ITEM00366,ORD0316,PROD0287,2,1974.04,11
ITEM00367,ORD0478,PROD0383,1,1059.6,23
ITEM00369,ORD0049,PROD0467,3,4587.45,32
ITEM00370,ORD0472,PROD0007,5,1437.84,41
ITEM00372,ORD0361,PROD0130,3,3163.83,36
ITEM00373,ORD0422,PROD0016,4,4986.43,40
ITEM00374,ORD0233,PROD0252,2,2419.9,41
ITEM00375,ORD0385,PROD0280,1,287.15,1
ITEM00376,ORD0314,PROD0458,2,3557.63,11
ITEM00377,ORD0446,PROD0436,2,505.84,7
ITEM00378,ORD0029,PROD0228,1,1639.76,34
ITEM00379,ORD0143,PROD0437,2,3310.02,47
ITEM00380,ORD0009,PROD0171,3,4498.91,10
ITEM00381,ORD0464,PROD0301,3,2630.07,42
ITEM00382,ORD0207,PROD0214,1,418.28,48
ITEM00383,ORD0257,PROD0076,3,511.45,28
ITEM00384,ORD0023,PROD0142,5,1073.55,32
ITEM00385,ORD0210,PROD0089,1,1624.71,35
ITEM00386,ORD0180,PROD0061,3,2384.64,44
ITEM00387,ORD0045,PROD0290,4,531.99,5
ITEM00388,ORD0094,PROD0374,1,1009.73,37
ITEM00389,ORD0321,PROD0495,1,3856.94,50
ITEM00390,ORD0006,PROD0112,3,2355.71,46
ITEM00391,ORD0483,PROD0127,3,4202.81,41
ITEM00392,ORD0483,PROD0462,2,3762.3,47
ITEM00394,ORD0092,PROD0143,2,2868.7,26
ITEM00395,ORD0116,PROD0428,2,1436.72,12
ITEM00396,ORD0091,PROD0152,3,3518.03,16
ITEM00398,ORD0396,PROD0329,5,2303.4,40
ITEM00400,ORD0198,PROD0080,5,2886.69,44
ITEM00403,ORD0138,PROD0047,5,3889.7,16
ITEM00404,ORD0112,PROD0240,3,254.1,7
ITEM00405,ORD0265,PROD0338,2,2428.53,29
ITEM00406,ORD0301,PROD0166,3,2862.47,42
ITEM00407,ORD0302,PROD0462,1,1679.62,6
ITEM00408,ORD0323,PROD0184,1,877.88,30
ITEM00409,ORD0172,PROD0173,1,1016.85,22
ITEM00410,ORD0157,PROD0084,4,2779.21,48
ITEM00411,ORD0012,PROD0225,5,2336.58,36
ITEM00412,ORD0356,PROD0223,4,2420.5,15
ITEM00413,ORD0130,PROD0371,3,3044.62,30
ITEM00415,ORD0391,PROD0479,5,628.49,27
ITEM00416,ORD0397,PROD0138,5,2063.68,1
ITEM00418,ORD0495,PROD0358,5,1072.46,36
ITEM00419,ORD0385,PROD0072,2,3350.69,50
ITEM00421,ORD0073,PROD0411,3,2347.7,10
ITEM00422,ORD0236,PROD0001,2,1081.99,11
ITEM00425,ORD0433,PROD0398,3,124.23,10
ITEM00426,ORD0177,PROD0052,4,2794.16,25
ITEM00430,ORD0460,PROD0145,4,3025.0,34
ITEM00431,ORD0037,PROD0178,4,3382.4,37
ITEM00432,ORD0014,PROD0114,5,972.98,15
ITEM00435,ORD0118,PROD0071,4,1021.06,13
ITEM00437,ORD0093,PROD0218,2,1496.32,24
ITEM00438,ORD0346,PROD0421,4,270.65,26
ITEM00439,ORD0092,PROD0084,4,3443.46,6
ITEM00441,ORD0052,PROD0336,4,4037.4,0
ITEM00442,ORD0083,PROD0164,2,2915.94,24
ITEM00444,ORD0206,PROD0217,1,1584.48,16
ITEM00445,ORD0380,PROD0325,1,3057.82,28
ITEM00446,ORD0258,PROD0191,4,3588.92,34
ITEM00447,ORD0498,PROD0187,1,3948.92,27
ITEM00448,ORD0273,PROD0389,4,4364.54,5
ITEM00450,ORD0303,PROD0133,2,2622.99,39
ITEM00451,ORD0373,PROD0447,4,2230.95,29
ITEM00453,ORD0188,PROD0026,5,3463.3,16
ITEM00454,ORD0218,PROD0173,3,3857.49,1
ITEM00455,ORD0278,PROD0137,2,1536.87,26
ITEM00456,ORD0009,PROD0229,3,1558.65,2
ITEM00457,ORD0306,PROD0058,3,3686.33,34
ITEM00458,ORD0379,PROD0203,2,958.64,34
ITEM00459,ORD0049,PROD0065,2,3201.31,27
ITEM00460,ORD0458,PROD0141,3,4862.08,44
ITEM00462,ORD0040,PROD0168,3,287.61,38
ITEM00463,ORD0371,PROD0327,1,1971.37,46
ITEM00465,ORD0095,PROD0487,3,3635.81,47
ITEM00467,ORD0099,PROD0293,3,4975.1,39
ITEM00468,ORD0264,PROD0277,2,3501.86,3
ITEM00469,ORD0192,PROD0294,4,1154.53,27
ITEM00470,ORD0141,PROD0383,2,1456.58,42
ITEM00471,ORD0024,PROD0310,4,4557.76,43
ITEM00473,ORD0401,PROD0213,2,1446.37,29
ITEM00474,ORD0307,PROD0405,3,576.02,14
ITEM00476,ORD0148,PROD0373,5,4152.18,37
ITEM00477,ORD0216,PROD0326,5,1710.88,24
ITEM00478,ORD0244,PROD0477,5,161.58,21
ITEM00479,ORD0164,PROD0178,4,843.72,47
ITEM00480,ORD0256,PROD0108,5,3518.85,43
ITEM00481,ORD0200,PROD0131,4,258.11,36
ITEM00483,ORD0043,PROD0107,5,1909.04,18
ITEM00484,ORD0385,PROD0162,4,3405.06,1
ITEM00485,ORD0080,PROD0320,5,917.0,22
ITEM00486,ORD0290,PROD0221,4,4979.55,1
ITEM00487,ORD0385,PROD0499,3,2826.55,31
ITEM00488,ORD0121,PROD0193,5,745.32,38
ITEM00489,ORD0486,PROD0436,1,575.2,13
ITEM00490,ORD0109,PROD0057,5,1517.81,10
ITEM00491,ORD0393,PROD0399,4,2795.34,22
ITEM00492,ORD0385,PROD0112,4,4512.25,17
ITEM00493,ORD0164,PROD0395,3,3188.35,42
ITEM00495,ORD0201,PROD0116,4,2524.68,29
ITEM00496,ORD0147,PROD0423,4,869.14,11
ITEM00497,ORD0205,PROD0148,1,2710.06,21
ITEM00498,ORD0391,PROD0238,2,3448.42,6
ITEM00499,ORD0197,PROD0298,4,4873.81,26
ITEM00500,ORD0097,PROD0326,1,3132.49,8
ITEM00501,ORD0313,PROD0318,5,4994.66,38
ITEM00502,ORD0293,PROD0375,4,4732.9,20
ITEM00503,ORD0313,PROD0128,2,2889.6,30
ITEM00504,ORD0351,PROD0047,3,211.33,38
ITEM00506,ORD0436,PROD0468,2,2343.07,46
ITEM00507,ORD0448,PROD0123,2,2413.63,45
ITEM00508,ORD0472,PROD0103,3,749.99,4
ITEM00509,ORD0458,PROD0016,2,2930.25,29
ITEM00510,ORD0126,PROD0351,5,2273.9,15
ITEM00511,ORD0408,PROD0091,4,2551.05,7
ITEM00512,ORD0412,PROD0310,3,4373.22,10
ITEM00513,ORD0126,PROD0237,1,133.73,2
ITEM00514,ORD0350,PROD0347,4,4348.61,30
ITEM00515,ORD0442,PROD0198,1,3936.91,16
ITEM00518,ORD0247,PROD0424,1,1535.52,25
ITEM00521,ORD0054,PROD0075,3,3813.91,37
ITEM00522,ORD0386,PROD0406,1,3637.77,23
ITEM00523,ORD0212,PROD0337,3,795.56,15
ITEM00524,ORD0408,PROD0248,2,1396.09,21
ITEM00525,ORD0329,PROD0356,1,2345.39,45
ITEM00526,ORD0252,PROD0386,2,3809.2,21
ITEM00528,ORD0359,PROD0133,5,1448.97,2
ITEM00529,ORD0390,PROD0072,2,2656.72,1
ITEM00530,ORD0114,PROD0451,3,2861.34,45
ITEM00531,ORD0150,PROD0158,2,2881.44,19
ITEM00532,ORD0244,PROD0366,4,3399.07,9
ITEM00533,ORD0381,PROD0413,2,817.98,18
ITEM00534,ORD0440,PROD0197,3,3220.14,1
ITEM00535,ORD0436,PROD0109,5,1584.49,37
ITEM00536,ORD0007,PROD0133,3,3633.58,47
ITEM00537,ORD0446,PROD0265,4,2437.17,10
ITEM00538,ORD0498,PROD0177,2,2976.96,32
ITEM00539,ORD0161,PROD0268,3,1952.1,31
ITEM00540,ORD0332,PROD0087,5,2462.06,30
ITEM00541,ORD0460,PROD0195,1,3376.85,4
ITEM00542,ORD0176,PROD0116,3,1111.5,9
ITEM00543,ORD0143,PROD0312,1,3284.98,22
ITEM00544,ORD0256,PROD0236,5,4572.24,0
ITEM00545,ORD0431,PROD0383,5,4500.86,47
ITEM00546,ORD0104,PROD0187,1,2052.61,6
ITEM00547,ORD0488,PROD0169,5,429.27,35
ITEM00549,ORD0229,PROD0291,5,1315.06,16
ITEM00551,ORD0440,PROD0126,2,3479.22,29
ITEM00552,ORD0091,PROD0021,5,1402.24,17
ITEM00553,ORD0047,PROD0381,2,3693.35,4
ITEM00554,ORD0464,PROD0463,2,2660.53,3
ITEM00555,ORD0107,PROD0117,2,2969.82,37
ITEM00556,ORD0245,PROD0238,1,2730.97,50
ITEM00557,ORD0027,PROD0164,1,1062.49,7
ITEM00558,ORD0227,PROD0043,4,1067.24,34
ITEM00559,ORD0302,PROD0111,5,2487.43,36
ITEM00560,ORD0005,PROD0298,4,4319.58,7
ITEM00562,ORD0302,PROD0413,5,3802.16,0
ITEM00563,ORD0129,PROD0387,4,3046.64,31
ITEM00564,ORD0324,PROD0091,3,2585.74,32
ITEM00565,ORD0146,PROD0488,3,1394.58,34
ITEM00566,ORD0128,PROD0175,3,3421.43,32
ITEM00567,ORD0159,PROD0321,4,646.2,48
ITEM00568,ORD0485,PROD0094,4,131.93,32
ITEM00569,ORD0241,PROD0254,2,976.1,48
ITEM00570,ORD0222,PROD0345,3,563.38,28
ITEM00571,ORD0176,PROD0327,5,4130.53,12
ITEM00573,ORD0157,PROD0164,5,2412.19,43
ITEM00574,ORD0154,PROD0475,5,1130.43,43
ITEM00575,ORD0080,PROD0166,2,1040.33,25
ITEM00576,ORD0403,PROD0088,2,3089.6,10
ITEM00577,ORD0167,PROD0490,5,4907.66,41
ITEM00578,ORD0305,PROD0404,4,3920.8,17
ITEM00579,ORD0118,PROD0478,3,2412.71,19
ITEM00580,ORD0190,PROD0075,3,1735.24,22
ITEM00582,ORD0289,PROD0202,4,127.8,25
ITEM00583,ORD0029,PROD0496,4,1832.7,8
ITEM00584,ORD0500,PROD0234,3,195.45,45
ITEM00585,ORD0104,PROD0107,3,1544.5,23
ITEM00586,ORD0013,PROD0165,4,3975.51,20
ITEM00587,ORD0286,PROD0287,2,4007.63,39
ITEM00588,ORD0258,PROD0226,3,623.49,15
ITEM00589,ORD0083,PROD0167,4,4713.32,37
ITEM00590,ORD0241,PROD0488,1,3928.02,24
ITEM00591,ORD0353,PROD0492,4,1324.25,38
ITEM00592,ORD0301,PROD0193,1,597.06,40
ITEM00593,ORD0176,PROD0142,5,1910.3,18
ITEM00594,ORD0057,PROD0242,2,4416.16,4
ITEM00595,ORD0167,PROD0397,4,4139.12,9
ITEM00596,ORD0302,PROD0154,5,1079.97,5
ITEM00598,ORD0339,PROD0134,5,2702.03,18
ITEM00599,ORD0354,PROD0012,2,3883.29,4
ITEM00600,ORD0446,PROD0403,3,4790.28,23
ITEM00601,ORD0464,PROD0396,4,3761.64,13
ITEM00602,ORD0095,PROD0165,4,1215.64,23
