order_id,customer_id,order_date,status,region_code
ORD0055,CUST0485,2024-11-25 12:31:54,DELIVERED,NORTH
ORD0056,CUST0114,2025-04-02 14:06:35,DELIVERED,SOUTH
ORD0057,CUST0382,2025-12-17 23:11:52,DELIVERED,WEST
ORD0058,CUST0404,2024-10-06 10:17:59,DELIVERED,EAST
ORD0059,CUST0134,2024-12-27 06:06:44,RETURNED,EAST
ORD0060,CUST0238,2026-02-24 12:52:49,PLACED,WEST
ORD0061,CUST0028,2025-12-20 02:58:03,RETURNED,NORTH
ORD0062,CUST0242,2025-06-28 17:30:35,SHIPPED,NORTH
ORD0063,CUST0445,2025-06-26 18:08:22,CANCELLED,EAST
ORD0064,CUST0212,2024-12-12 21:45:05,PLACED,SOUTH
ORD0065,CUST0071,2024-11-06 18:40:59,SHIPPED,EAST
ORD0066,CUST0210,2026-03-12 17:56:46,RETURNED,WEST
ORD0067,CUST0074,2024-07-28 09:18:15,DELIVERED,SOUTH
ORD0068,CUST0399,2024-08-12 12:10:36,PLACED,WEST
ORD0069,,2025-09-03 21:52:52,SHIPPED,EAST
ORD0070,CUST0325,2024-11-06 16:37:47,PLACED,NORTH
ORD0071,CUST0232,2025-10-14 20:35:29,DELIVERED,SOUTH
ORD0072,CUST0390,2024-08-09 14:51:59,SHIPPED,SOUTH
ORD0073,CUST0251,2025-09-03 00:32:30,PLACED,SOUTH
ORD0074,,2024-08-21 20:00:48,CANCELLED,WEST
ORD0075,CUST0207,2025-01-16 15:28:30,CANCELLED,WEST
ORD0076,CUST0197,2026-09-01 11:19:30,PLACED,NORTH
ORD0077,,2026-06-11 23:09:56,SHIPPED,EAST
ORD0078,CUST0487,2025-09-22 19:26:22,PLACED,EAST
ORD0079,CUST0388,2025-08-27 16:38:17,RETURNED,SOUTH
ORD0080,CUST0010,2024-07-25 14:13:43,PLACED,SOUTH
ORD0081,CUST0116,2025-12-19 14:32:56,DELIVERED,EAST
ORD0082,CUST0067,2025-11-07 09:11:16,PLACED,WEST
ORD0083,CUST0258,2025-02-04 01:10:53,RETURNED,EAST
ORD0084,CUST0086,2024-09-12 15:05:33,PLACED,NORTH
ORD0085,,2025-06-05 03:00:31,DELIVERED,WEST
ORD0086,CUST0373,2026-07-07 04:39:37,RETURNED,EAST
ORD0087,CUST0223,2026-04-06 12:55:13,SHIPPED,EAST
ORD0088,CUST0462,2024-11-13 14:05:09,CANCELLED,EAST
ORD0089,CUST0385,2026-03-10 13:19:36,SHIPPED,SOUTH
ORD0090,CUST0486,2025-09-23 21:24:25,CANCELLED,NORTH
ORD0091,CUST0117,2026-02-12 10:37:07,SHIPPED,SOUTH
ORD0092,CUST0109,2026-03-03 07:34:56,PLACED,SOUTH
ORD0093,CUST0064,2024-11-21 20:29:48,DELIVERED,NORTH
ORD0094,CUST0193,2025-11-05 20:26:10,DELIVERED,NORTH
ORD0095,CUST0305,2025-01-21 05:14:27,PLACED,NORTH
ORD0096,CUST0335,2025-12-22 23:53:11,PLACED,NORTH
ORD0097,CUST0354,2025-03-19 07:20:21,PLACED,WEST
ORD0098,CUST0228,2025-06-08 05:48:43,CANCELLED,NORTH
ORD0099,CUST0281,2025-09-16 09:50:11,DELIVERED,WEST
ORD0100,CUST0360,2024-12-26 20:46:34,SHIPPED,SOUTH
ORD0101,CUST0356,2025-04-19 13:31:25,PLACED,EAST
ORD0102,CUST0216,2024-09-29 07:11:24,PLACED,EAST
ORD0103,CUST0319,2024-12-06 19:16:07,RETURNED,SOUTH
ORD0104,CUST0215,2026-03-31 21:44:24,PLACED,NORTH
ORD0105,,2025-07-15 09:58:48,PLACED,NORTH
ORD0106,CUST0255,2025-05-14 15:26:08,SHIPPED,SOUTH
ORD0107,CUST0399,2024-10-29 05:49:34,DELIVERED,SOUTH
ORD0108,CUST0184,2024-09-20 08:03:05,CANCELLED,EAST
ORD0109,CUST0083,2025-06-24 14:30:04,PLACED,WEST
ORD0110,CUST0467,2025-10-04 01:15:39,SHIPPED,WEST
ORD0111,CUST0170,2024-08-09 12:09:41,SHIPPED,NORTH
ORD0112,CUST0007,2026-02-04 14:11:33,PLACED,NORTH
ORD0113,CUST0428,2025-07-14 15:55:01,RETURNED,WEST
ORD0114,CUST0077,2024-10-05 20:01:56,PLACED,NORTH
ORD0115,CUST0371,2025-06-29 06:12:27,PLACED,EAST
ORD0116,CUST0330,2024-10-15 04:39:13,SHIPPED,WEST
ORD0117,CUST0152,2025-09-25 19:37:08,DELIVERED,WEST
ORD0118,CUST0026,2026-03-08 11:30:20,PLACED,SOUTH
ORD0119,CUST0448,2026-04-28 05:01:12,PLACED,EAST
ORD0120,CUST0185,2026-01-29 00:26:50,DELIVERED,WEST
ORD0121,CUST0379,2025-10-29 05:48:36,PLACED,NORTH
ORD0122,CUST0436,2025-07-28 08:01:11,PLACED,NORTH
ORD0123,CUST0437,2025-04-08 13:04:14,SHIPPED,SOUTH
ORD0124,CUST0169,2024-08-12 17:19:48,DELIVERED,WEST
ORD0125,,2025-08-03 00:16:48,RETURNED,EAST
ORD0126,CUST0450,2024-12-26 15:02:02,PLACED,EAST
ORD0127,CUST0418,2026-02-18 01:19:58,DELIVERED,SOUTH
ORD0128,CUST0059,2026-02-08 17:54:02,CANCELLED,WEST
ORD0129,CUST0493,2025-04-16 11:26:46,CANCELLED,EAST
ORD0130,CUST0428,2025-09-15 06:41:57,CANCELLED,WEST
ORD0131,CUST0410,2026-01-04 13:33:20,CANCELLED,SOUTH
ORD0132,CUST0058,19-01-2026 06:43:52,SHIPPED,NORTH
ORD0133,CUST0483,2025-12-02 22:08:03,SHIPPED,NORTH
ORD0134,CUST0214,2024-09-21 08:55:01,RETURNED,WEST
ORD0135,CUST0411,2024-10-17 18:57:55,RETURNED,WEST
ORD0136,CUST0093,2025-06-25 12:48:08,RETURNED,WEST
ORD0137,CUST0399,2024-12-28 20:05:43,DELIVERED,NORTH
ORD0138,CUST0442,2026-03-31 12:18:01,SHIPPED,WEST
ORD0139,CUST0472,2025-02-03 21:53:10,CANCELLED,NORTH
ORD0140,CUST0455,2026-04-13 10:50:14,CANCELLED,WEST
ORD0141,CUST0024,2025-05-06 11:59:20,PLACED,EAST
ORD0142,CUST0336,2024-11-27 01:37:00,DELIVERED,NORTH
ORD0143,CUST0361,2025-12-12 00:14:53,RETURNED,SOUTH
ORD0144,CUST0490,2026-02-08 15:34:01,DELIVERED,NORTH
ORD0145,CUST0222,2025-09-07 04:47:03,SHIPPED,WEST
ORD0146,CUST0178,2024-10-06 01:30:20,CANCELLED,SOUTH
ORD0147,CUST0430,2024-07-17 05:54:49,RETURNED,NORTH
ORD0148,CUST0006,2025-11-02 02:58:46,SHIPPED,WEST
ORD0149,CUST0437,2025-11-26 09:23:14,CANCELLED,SOUTH
ORD0150,CUST0039,2025-02-27 18:01:42,CANCELLED,EAST
ORD0151,CUST0124,2025-04-02 14:55:52,DELIVERED,EAST
ORD0152,CUST0026,02-11-2024 01:17:41,RETURNED,SOUTH
ORD0153,CUST0282,30-10-2025 22:54:27,CANCELLED,WEST
ORD0154,CUST0419,2025-01-13 06:21:29,SHIPPED,NORTH
ORD0155,CUST0236,28-03-2026 12:50:10,CANCELLED,WEST
ORD0156,,2025-05-17 09:28:07,CANCELLED,WEST
ORD0157,CUST0162,2025-04-05 02:05:16,PLACED,WEST
ORD0158,CUST0382,29-01-2025 06:47:10,PLACED,NORTH
ORD0159,CUST0207,2025-11-21 03:50:37,CANCELLED,NORTH
ORD0160,CUST0286,2026-01-14 11:35:45,RETURNED,NORTH
ORD0161,CUST0423,2025-05-09 20:18:31,PLACED,EAST
ORD0162,CUST0456,2026-02-04 12:47:36,RETURNED,SOUTH
ORD0163,CUST0336,2025-06-29 10:11:03,CANCELLED,EAST
ORD0164,CUST0187,2025-04-08 10:11:13,PLACED,SOUTH
ORD0165,CUST0433,21-08-2025 08:13:50,CANCELLED,EAST
ORD0166,CUST0287,2025-01-13 08:53:56,RETURNED,WEST
ORD0167,CUST0367,2025-02-20 23:53:08,DELIVERED,WEST
ORD0168,CUST0059,2025-03-20 12:52:49,PLACED,SOUTH
ORD0169,CUST0002,2025-12-09 08:11:02,DELIVERED,EAST
ORD0170,CUST0425,2025-12-31 11:10:31,DELIVERED,EAST
ORD0171,CUST0360,2026-03-28 13:13:18,PLACED,NORTH
ORD0172,CUST0460,2025-11-05 14:01:17,SHIPPED,WEST
ORD0173,CUST0072,2026-01-09 06:06:38,CANCELLED,NORTH
ORD0174,CUST0131,2025-06-03 05:16:41,RETURNED,SOUTH
ORD0175,CUST0097,2025-12-04 19:47:01,PLACED,WEST
ORD0176,CUST0111,2024-11-07 04:18:19,CANCELLED,SOUTH
ORD0177,CUST0367,2024-12-15 15:34:05,DELIVERED,NORTH
ORD0178,CUST0388,2025-04-30 14:13:57,CANCELLED,NORTH
ORD0179,CUST0475,2025-03-16 05:07:15,RETURNED,NORTH
ORD0180,CUST0396,2025-08-18 04:13:44,CANCELLED,WEST
ORD0181,CUST0338,2025-12-03 04:16:01,RETURNED,SOUTH
ORD0182,CUST0494,2025-12-10 06:53:34,CANCELLED,NORTH
ORD0183,CUST0272,2024-11-06 09:46:21,PLACED,WEST
ORD0184,CUST0430,2026-06-16 14:10:25,RETURNED,WEST
ORD0185,CUST0474,2024-07-15 20:32:38,RETURNED,SOUTH
ORD0186,CUST0355,2024-09-16 12:42:44,RETURNED,SOUTH
ORD0187,CUST0375,2024-10-26 03:37:10,SHIPPED,NORTH
ORD0188,CUST0199,2026-05-19 07:33:20,RETURNED,EAST
ORD0189,CUST0259,2025-05-26 00:37:09,CANCELLED,WEST
ORD0190,CUST0312,2024-08-27 19:13:08,SHIPPED,EAST
ORD0191,CUST0204,20-12-2024 23:45:38,DELIVERED,EAST
ORD0192,CUST0232,2024-09-08 11:00:33,SHIPPED,SOUTH
ORD0193,CUST0212,2024-08-08 13:41:58,RETURNED,EAST
ORD0194,CUST0432,2025-04-18 17:36:36,RETURNED,EAST
ORD0195,,2026-07-01 02:39:45,RETURNED,SOUTH
ORD0196,CUST0103,2025-10-03 11:32:28,SHIPPED,EAST
ORD0197,CUST0352,2025-07-27 13:48:36,DELIVERED,SOUTH
ORD0198,CUST0364,2025-12-13 19:19:22,SHIPPED,EAST
ORD0199,CUST0364,2025-09-21 10:23:35,PLACED,EAST
ORD0200,CUST0288,2026-06-02 19:37:39,CANCELLED,WEST
ORD0201,CUST0346,2026-03-03 03:38:51,RETURNED,EAST
ORD0202,CUST0450,2025-10-22 17:04:15,CANCELLED,NORTH
ORD0203,CUST0268,2025-05-28 15:38:18,PLACED,NORTH
ORD0204,CUST0196,2024-12-06 08:01:32,SHIPPED,NORTH
ORD0205,CUST0344,2025-11-03 19:58:11,PLACED,SOUTH
ORD0206,CUST0137,2026-02-19 05:33:13,SHIPPED,EAST
ORD0207,CUST0350,2025-02-05 21:55:11,DELIVERED,SOUTH
ORD0208,CUST0430,2024-08-05 13:00:50,PLACED,EAST
ORD0209,CUST0105,22-09-2025 22:11:55,RETURNED,NORTH
ORD0210,CUST0184,2025-07-23 18:47:17,CANCELLED,NORTH
ORD0211,CUST0316,2024-12-28 05:20:07,RETURNED,SOUTH
ORD0212,CUST0381,2024-11-12 19:05:01,RETURNED,WEST
ORD0213,CUST0122,2026-09-06 11:19:30,RETURNED,EAST
ORD0214,CUST0355,2025-01-02 18:19:24,PLACED,WEST
ORD0215,CUST0199,2024-07-12 04:49:38,CANCELLED,EAST
ORD0216,CUST0495,2024-11-04 00:02:13,RETURNED,NORTH
ORD0217,CUST0007,2026-07-10 03:30:38,DELIVERED,SOUTH
ORD0218,CUST0318,2026-02-01 12:38:30,CANCELLED,SOUTH
ORD0219,CUST0467,2025-03-26 22:39:20,DELIVERED,SOUTH
ORD0220,CUST0398,26-04-2025 15:15:02,SHIPPED,EAST
ORD0221,CUST0230,2025-09-13 02:40:02,SHIPPED,NORTH
ORD0222,CUST0096,2025-07-25 04:36:27,SHIPPED,NORTH
ORD0223,CUST0194,2026-10-08 11:19:30,PLACED,WEST
ORD0224,CUST0143,2024-08-31 02:45:15,RETURNED,EAST
ORD0225,CUST0067,2024-09-15 20:32:08,SHIPPED,EAST
ORD0226,CUST0003,2025-02-04 19:23:58,DELIVERED,WEST
ORD0227,CUST0364,2026-03-10 02:49:45,SHIPPED,NORTH
ORD0228,CUST0079,2026-05-11 09:17:21,DELIVERED,NORTH
ORD0229,CUST0397,2025-03-23 06:25:47,RETURNED,EAST
ORD0230,CUST0252,2026-06-15 15:41:17,RETURNED,EAST
ORD0231,CUST0038,2025-01-29 23:23:38,DELIVERED,SOUTH
ORD0232,CUST0490,2025-09-27 22:15:47,SHIPPED,NORTH
ORD0233,CUST0403,2024-12-01 02:06:48,RETURNED,SOUTH
ORD0234,CUST0213,2026-05-22 03:05:16,RETURNED,WEST
ORD0235,CUST0048,2025-09-04 22:46:47,DELIVERED,SOUTH
ORD0236,CUST0453,2025-01-18 17:24:09,SHIPPED,EAST
ORD0237,CUST0170,05-05-2025 09:28:47,DELIVERED,EAST
ORD0238,CUST0112,2024-09-27 18:17:01,RETURNED,WEST
ORD0239,CUST0288,2024-09-02 20:49:37,PLACED,NORTH
ORD0240,CUST0343,2025-02-11 22:28:22,DELIVERED,WEST
ORD0241,CUST0124,2026-06-03 18:24:42,RETURNED,SOUTH
ORD0242,CUST0491,2026-11-20 11:19:30,PLACED,EAST
ORD0243,CUST0196,2026-06-10 20:21:36,PLACED,WEST
ORD0244,CUST0132,2026-04-12 23:23:04,RETURNED,EAST
ORD0245,CUST0013,2026-02-25 23:30:00,RETURNED,EAST
ORD0246,CUST0264,2025-09-04 22:33:16,RETURNED,WEST
ORD0247,CUST0250,2025-12-01 02:01:46,PLACED,EAST
ORD0248,CUST0460,2026-06-17 16:12:41,SHIPPED,EAST
ORD0249,CUST0264,2025-08-27 08:59:33,PLACED,NORTH
ORD0250,CUST0086,2026-01-25 10:29:10,RETURNED,NORTH
ORD0251,CUST0321,2026-01-16 07:26:56,PLACED,SOUTH
ORD0252,CUST0344,2026-06-14 03:46:01,SHIPPED,WEST
ORD0253,CUST0428,2025-06-12 04:06:05,PLACED,SOUTH
ORD0254,CUST0276,2025-06-13 12:55:14,CANCELLED,NORTH
ORD0255,CUST0383,2025-09-13 15:45:06,SHIPPED,NORTH
ORD0256,CUST0236,2024-07-31 23:17:25,DELIVERED,NORTH
ORD0257,CUST0045,2024-10-04 22:09:04,PLACED,NORTH
ORD0258,CUST0092,2024-08-30 08:07:11,DELIVERED,NORTH
ORD0259,CUST0295,2025-10-17 20:50:44,SHIPPED,EAST
ORD0260,CUST0209,2026-07-08 05:35:37,CANCELLED,WEST
ORD0261,CUST0323,2025-11-18 11:06:16,CANCELLED,WEST
ORD0262,CUST0162,2024-12-26 22:48:57,PLACED,WEST
ORD0263,CUST0345,2025-02-27 15:01:48,PLACED,NORTH
ORD0264,CUST0329,2026-06-09 22:12:22,RETURNED,NORTH
ORD0265,CUST0388,2025-07-24 06:53:42,RETURNED,NORTH
ORD0266,CUST0359,2024-07-19 02:15:12,PLACED,EAST
ORD0267,CUST0476,11-03-2026 21:07:10,RETURNED,NORTH
ORD0268,CUST0149,2025-01-09 08:07:27,DELIVERED,NORTH
ORD0269,CUST0145,2024-09-17 22:23:16,CANCELLED,WEST
ORD0270,CUST0203,2026-11-18 11:19:30,PLACED,WEST
ORD0271,CUST0081,2026-03-03 18:28:42,RETURNED,SOUTH
ORD0272,CUST0070,2024-09-05 12:41:30,CANCELLED,EAST
ORD0273,CUST0492,2026-05-23 08:34:58,SHIPPED,EAST
ORD0274,CUST0347,2025-06-25 02:31:57,DELIVERED,NORTH
ORD0275,CUST0284,2025-03-27 05:50:54,RETURNED,SOUTH
ORD0276,CUST0064,2026-04-26 06:30:51,PLACED,NORTH
ORD0277,CUST0294,2025-01-24 13:05:54,RETURNED,WEST
ORD0278,CUST0276,2026-06-03 20:12:40,RETURNED,NORTH
ORD0279,CUST0157,2025-11-22 23:42:01,SHIPPED,EAST
ORD0280,CUST0109,2026-05-07 16:12:09,CANCELLED,SOUTH
ORD0281,,2026-09-19 11:19:30,SHIPPED,SOUTH
ORD0282,CUST0316,2024-12-04 20:14:56,DELIVERED,SOUTH
ORD0283,CUST0059,31-12-2025 04:58:49,SHIPPED,NORTH
ORD0284,CUST0436,2026-04-10 12:17:37,RETURNED,WEST
ORD0285,CUST0331,2024-12-10 00:56:05,RETURNED,NORTH
ORD0286,CUST0149,2024-12-07 02:35:49,PLACED,EAST
ORD0287,CUST0051,2025-01-10 09:19:53,SHIPPED,WEST
ORD0288,CUST0488,2025-10-06 20:44:06,DELIVERED,EAST
ORD0289,CUST0066,2024-11-02 22:37:49,SHIPPED,NORTH
ORD0290,CUST0146,2024-09-27 22:12:59,RETURNED,NORTH
ORD0291,CUST0461,2026-05-15 04:05:15,SHIPPED,EAST
ORD0292,CUST0249,2025-11-17 15:48:17,CANCELLED,EAST
ORD0293,CUST0316,2025-11-08 14:37:24,DELIVERED,SOUTH
ORD0294,CUST0290,2025-10-03 09:06:39,RETURNED,EAST
ORD0295,CUST0414,2026-01-21 06:09:13,DELIVERED,WEST
ORD0296,CUST0087,2025-08-11 12:39:09,PLACED,EAST
ORD0297,CUST0127,2024-08-11 20:43:40,SHIPPED,WEST
ORD0298,CUST0142,2025-06-29 07:06:15,DELIVERED,SOUTH
ORD0299,CUST0348,2025-10-08 09:02:07,DELIVERED,WEST
ORD0300,CUST0237,2025-07-06 15:15:58,CANCELLED,EAST
ORD0301,CUST0397,2026-07-01 18:40:22,DELIVERED,WEST
ORD0302,CUST0283,2026-04-28 05:33:38,PLACED,SOUTH
ORD0303,CUST0331,2026-04-07 14:37:45,RETURNED,NORTH
ORD0304,CUST0431,2025-07-05 12:21:17,DELIVERED,SOUTH
ORD0305,CUST0457,2026-07-01 01:43:34,RETURNED,SOUTH
ORD0306,CUST0135,2026-05-12 02:46:59,PLACED,NORTH
ORD0307,CUST0457,2025-02-01 17:17:27,PLACED,NORTH
ORD0308,CUST0417,2024-12-21 05:24:54,RETURNED,WEST
ORD0309,CUST0394,2025-09-06 05:36:30,RETURNED,SOUTH
ORD0310,CUST0465,2024-08-20 13:05:27,PLACED,EAST
ORD0311,CUST0279,15-02-2026 20:12:27,RETURNED,WEST
ORD0312,CUST0335,2025-06-26 09:28:08,SHIPPED,EAST
ORD0313,CUST0201,2025-08-11 00:16:30,SHIPPED,EAST
ORD0314,CUST0069,2025-07-14 00:56:43,CANCELLED,NORTH
ORD0315,CUST0204,2025-04-25 14:14:49,DELIVERED,NORTH
ORD0316,CUST0340,2025-11-25 08:21:02,SHIPPED,SOUTH
ORD0317,,2024-11-16 16:18:25,RETURNED,SOUTH
ORD0318,CUST0229,2026-06-25 07:26:47,SHIPPED,SOUTH
ORD0319,CUST0290,2025-12-04 01:04:46,RETURNED,SOUTH
ORD0320,CUST0377,2025-06-13 01:31:40,CANCELLED,EAST
ORD0321,CUST0021,2025-11-27 10:41:58,SHIPPED,WEST
ORD0322,CUST0119,2024-07-20 15:00:47,PLACED,EAST
ORD0323,CUST0190,2024-12-12 22:36:02,SHIPPED,NORTH
ORD0324,CUST0343,2025-09-09 09:44:53,SHIPPED,EAST
ORD0325,CUST0199,2025-03-06 17:10:56,CANCELLED,WEST
ORD0326,CUST0452,2025-10-02 14:43:21,PLACED,NORTH
ORD0327,CUST0333,2025-01-17 16:44:25,DELIVERED,NORTH
ORD0328,CUST0361,2025-08-16 16:56:28,RETURNED,EAST
ORD0329,CUST0428,2025-01-01 05:12:03,DELIVERED,SOUTH
ORD0330,CUST0193,2025-06-21 07:11:30,CANCELLED,EAST
ORD0331,CUST0301,2025-10-02 20:05:10,PLACED,EAST
ORD0332,CUST0193,2025-04-05 06:59:51,SHIPPED,WEST
ORD0333,CUST0181,2025-07-11 07:59:15,DELIVERED,WEST
ORD0334,CUST0406,2024-12-12 18:44:43,CANCELLED,NORTH
ORD0335,CUST0257,2025-12-05 20:20:54,SHIPPED,WEST
ORD0336,CUST0085,2025-04-09 22:56:41,SHIPPED,NORTH
ORD0337,CUST0264,2026-03-28 01:25:33,DELIVERED,SOUTH
ORD0338,CUST0077,2025-02-01 06:07:18,SHIPPED,SOUTH
ORD0339,CUST0186,2024-11-20 09:31:21,RETURNED,NORTH
ORD0340,CUST0339,2024-10-15 18:51:36,SHIPPED,WEST
ORD0341,CUST0416,2025-09-05 16:03:57,DELIVERED,NORTH
ORD0342,CUST0247,2024-12-25 22:54:49,CANCELLED,WEST
ORD0343,CUST0108,2024-09-22 22:39:34,RETURNED,SOUTH
ORD0344,CUST0332,2025-01-25 04:24:33,CANCELLED,NORTH
ORD0345,CUST0125,2024-12-31 05:48:51,PLACED,SOUTH
ORD0346,CUST0294,2025-05-23 17:14:34,RETURNED,SOUTH
ORD0347,CUST0069,2025-04-16 05:15:20,RETURNED,NORTH
ORD0348,CUST0457,2024-10-26 12:39:12,RETURNED,SOUTH
ORD0349,CUST0029,2026-06-12 15:06:43,SHIPPED,EAST
ORD0350,CUST0473,2024-10-29 05:35:45,SHIPPED,WEST
ORD0351,CUST0307,2026-02-20 12:22:55,RETURNED,NORTH
ORD0352,CUST0450,17-11-2024 23:59:06,DELIVERED,NORTH
ORD0353,CUST0111,2025-07-11 22:30:01,CANCELLED,WEST
ORD0354,CUST0445,2026-07-09 05:30:07,CANCELLED,SOUTH
ORD0355,CUST0113,2026-03-24 10:53:14,CANCELLED,SOUTH
ORD0356,CUST0407,2025-07-24 15:42:33,RETURNED,SOUTH
ORD0357,,2025-12-20 08:18:32,RETURNED,EAST
ORD0358,CUST0086,2026-02-05 15:52:16,DELIVERED,WEST
ORD0359,CUST0306,2025-02-16 03:50:46,RETURNED,NORTH
ORD0360,CUST0118,2025-08-26 14:55:57,CANCELLED,WEST
ORD0361,CUST0068,2025-08-30 18:47:36,PLACED,NORTH
ORD0362,,2025-04-29 00:22:55,RETURNED,WEST
ORD0363,CUST0424,2025-11-28 10:03:45,SHIPPED,NORTH
ORD0364,CUST0091,2024-08-24 20:19:12,CANCELLED,NORTH
ORD0365,CUST0450,2026-02-26 11:15:31,RETURNED,NORTH
ORD0366,CUST0048,2025-06-25 02:15:05,CANCELLED,SOUTH
ORD0367,CUST0462,2025-10-15 02:13:59,RETURNED,NORTH
ORD0368,CUST0460,2025-06-05 14:25:47,CANCELLED,WEST
ORD0369,CUST0190,13-03-2025 10:49:44,PLACED,WEST
ORD0370,CUST0118,2025-04-01 16:00:14,CANCELLED,WEST
ORD0371,CUST0180,2025-08-25 07:34:44,RETURNED,NORTH
ORD0372,,2026-05-23 16:26:34,SHIPPED,EAST
ORD0373,CUST0245,2025-01-16 05:55:25,SHIPPED,NORTH
ORD0374,CUST0146,2024-07-26 11:32:04,RETURNED,WEST
ORD0375,,2024-10-08 13:16:06,SHIPPED,NORTH
ORD0376,CUST0364,2026-04-06 14:04:50,PLACED,NORTH
ORD0377,CUST0267,2026-06-15 12:41:18,PLACED,WEST
ORD0378,,2024-12-04 07:49:45,SHIPPED,EAST
ORD0379,CUST0210,2025-09-05 16:05:46,DELIVERED,NORTH
ORD0380,CUST0080,2025-10-29 04:02:36,CANCELLED,EAST
ORD0381,CUST0134,2024-11-16 11:43:19,RETURNED,WEST
ORD0382,CUST0290,2026-02-01 23:47:44,DELIVERED,EAST
ORD0383,CUST0349,2025-03-28 09:23:32,CANCELLED,SOUTH
ORD0384,CUST0212,2025-11-15 17:53:05,RETURNED,WEST
ORD0385,CUST0092,2025-07-03 02:17:50,DELIVERED,WEST
ORD0386,CUST0130,2026-01-01 00:12:51,DELIVERED,EAST
ORD0387,CUST0397,2026-04-22 20:24:00,CANCELLED,SOUTH
ORD0388,CUST0438,2025-04-16 08:32:41,PLACED,SOUTH
ORD0389,,2025-02-06 06:59:05,SHIPPED,NORTH
